175,1,8,175,Shopping,Electronics
176,1,8,176,Shopping,"Outlet Stores"
177,1,8,177,Shopping,"Nurseries & Gardening"
178,1,8,178,Shopping,"Department Stores"
218,2,8,192,Shopping,"Arts & Crafts"
964,2,8,192,Shopping,"Arts & Crafts"
745,2,8,192,Shopping,"Arts & Crafts"
216,2,8,192,Shopping,"Arts & Crafts"
373,2,8,192,Shopping,"Arts & Crafts"
300,2,8,192,Shopping,"Arts & Crafts"
193,2,8,192,Shopping,"Arts & Crafts"
192,1,8,192,Shopping,"Arts & Crafts"
193,1,8,193,Shopping,"Art Supplies"
195,1,8,195,Shopping,Bridal
204,1,8,204,Shopping,"Office Equipment"
208,1,8,208,Shopping,"Tobacco Shops"
210,1,8,210,Shopping,Bikes
213,1,8,213,Shopping,"Cosmetics & Beauty Supply"
216,1,8,216,Shopping,"Fabric Stores"
218,1,8,218,Shopping,"Cards & Stationery"
219,1,8,219,Shopping,"Hobby Shops"
227,1,8,227,Shopping,"Furniture Stores"
233,1,8,233,Shopping,"Shoe Stores"
235,1,8,235,Shopping,Accessories
236,1,8,236,Shopping,"Women's Clothing"
241,1,8,241,Shopping,"Newspapers & Magazines"
242,1,8,242,Shopping,"Music & DVDs"
245,1,8,245,Shopping,Lingerie
247,1,8,247,Shopping,"Men's Clothing"
250,1,8,250,Shopping,"Sports Wear"
252,1,8,252,Shopping,"Pawn Shops"
254,1,8,254,Shopping,Watches
260,1,8,260,Shopping,"Leather Goods"
274,1,8,274,Shopping,"Comic Books"
275,1,8,275,Shopping,Luggage
276,1,8,276,Shopping,"Home Decor"
277,1,8,277,Shopping,"Vinyl Records"
278,1,8,278,Shopping,"Shopping Centers"
300,1,8,300,Shopping,Costumes
310,1,8,310,Shopping,"Children's Clothing"
311,1,8,311,Shopping,"Kitchen & Bath"
324,1,8,324,Shopping,"Thrift Stores"
326,1,8,326,Shopping,"Knitting Supplies"
337,1,8,337,Shopping,"Discount Store"
368,1,8,368,Shopping,"Maternity Wear"
373,1,8,373,Shopping,Framing
376,1,8,376,Shopping,"Wholesale Stores"
385,1,8,385,Shopping,"Hot Tub & Pool"
393,1,8,393,Shopping,Adult
404,1,8,404,Shopping,"Baby Gear & Furniture"
405,1,8,405,Shopping,"Personal Shopping"
441,1,8,441,Shopping,Linens
452,1,8,452,Shopping,"Souvenir Shops"
463,1,8,463,Shopping,Swimwear
479,1,8,479,Shopping,Tableware
494,1,8,494,Shopping,"Spiritual Shop"
497,1,8,497,Shopping,"Concept Shops"
505,1,8,505,Shopping,"Flea Markets"
522,1,8,522,Shopping,"Used Bookstore"
526,1,8,526,Shopping,Perfume
527,1,8,527,Shopping,Tickets
528,1,8,528,Shopping,Kiosk
571,1,8,571,Shopping,Hats
607,1,8,607,Shopping,"Market Stalls"
617,1,8,617,Shopping,Uniforms
620,1,8,620,Shopping,Wigs
637,1,8,637,Shopping,"Golf Equipment"
642,1,8,642,Shopping,"Formal Wear"
657,1,8,657,Shopping,Flowers
660,1,8,660,Shopping,"Surf Shop"
661,1,8,661,Shopping,"Gift Shops"
699,1,8,699,Shopping,Sleepwear
705,1,8,705,Shopping,"Auction Houses"
712,1,8,712,Shopping,"Guns & Ammo"
721,1,8,721,Shopping,"Bespoke Clothing"
745,1,8,745,Shopping,"Embroidery & Crochet"
756,1,8,756,Shopping,"Scandinavian Design"
760,1,8,760,Shopping,Fireworks
763,1,8,763,Shopping,"Plus Size Fashion"
782,1,8,782,Shopping,"Chinese Bazaar"
806,1,8,806,Shopping,"Medical Supplies"
832,1,8,832,Shopping,"Trophy Shops"
833,1,8,833,Shopping,"Pop-up Shops"
835,1,8,835,Shopping,"Motorcycle Gear"
838,1,8,838,Shopping,"Golf Equipment Shops"
851,1,8,851,Shopping,Stockings
853,1,8,853,Shopping,"Pool & Billiards"
880,1,8,880,Shopping,Rugs
892,1,8,892,Shopping,"Gold Buyers"
919,1,8,919,Shopping,Kimonos
929,1,8,929,Shopping,"Brewing Supplies"
961,1,8,961,Shopping,"Vape Shops"
963,1,8,963,Shopping,"Customized Merchandise"
964,1,8,964,Shopping,"Cooking Classes"
992,1,8,992,Shopping,"Fitness/Exercise Equipment"
1019,1,8,1019,Shopping,"High Fidelity Audio Equipment"
1034,1,8,1034,Shopping,"Materiale elettrico"
1035,1,8,1035,Shopping,"Horse Equipment Shops"
1065,1,8,1065,Shopping,"Battery Stores"
1067,1,8,1067,Shopping,"Video Game Stores"
1079,1,8,1079,Shopping,"Christmas Trees"
1088,1,8,1088,Shopping,"Skate Shops"
1099,1,8,1099,Shopping,"Pumpkin Patches"
1101,1,8,1101,Shopping,"Ski & Snowboard Shops"
1127,1,8,1127,Shopping,"Paint Stores"
1135,1,8,1135,Shopping,"Dive Shops"
1145,1,8,1145,Shopping,"Clothing Rental"
1150,1,8,1150,Shopping,"Vitamins & Supplements"
1151,1,8,1151,Shopping,"Head Shops"
8,0,8,NULL,Shopping,NULL
14,1,15,14,"Financial Services","Banks & Credit Unions"
80,1,15,80,"Financial Services",Investing
223,1,15,223,"Financial Services","Financial Advising"
1106,2,15,328,"Financial Services",Insurance
1107,2,15,328,"Financial Services",Insurance
1108,2,15,328,"Financial Services",Insurance
328,1,15,328,"Financial Services",Insurance
493,1,15,493,"Financial Services","Check Cashing/Pay-day Loans"
560,1,15,560,"Financial Services","Tax Services"
980,1,15,980,"Financial Services","Debt Relief Services"
1046,1,15,1046,"Financial Services","Currency Exchange"
1106,1,15,1106,"Financial Services","Auto Insurance"
1107,1,15,1107,"Financial Services","Life Insurance"
1108,1,15,1108,"Financial Services","Home & Rental Insurance"
15,0,15,NULL,"Financial Services",NULL
16,1,18,16,"Hotels & Travel","Airport Shuttles"
17,1,18,17,"Hotels & Travel",Transportation
1095,2,18,17,"Hotels & Travel",Transportation
16,2,18,17,"Hotels & Travel",Transportation
297,2,18,17,"Hotels & Travel",Transportation
781,2,18,17,"Hotels & Travel",Transportation
965,2,18,17,"Hotels & Travel",Transportation
1066,2,18,17,"Hotels & Travel",Transportation
414,2,18,17,"Hotels & Travel",Transportation
182,2,18,17,"Hotels & Travel",Transportation
987,2,18,17,"Hotels & Travel",Transportation
794,2,18,17,"Hotels & Travel",Transportation
720,2,18,17,"Hotels & Travel",Transportation
1141,2,18,17,"Hotels & Travel",Transportation
320,2,18,17,"Hotels & Travel",Transportation
31,1,18,31,"Hotels & Travel","Bed & Breakfast"
1093,2,18,68,"Hotels & Travel",Hotels
68,1,18,68,"Hotels & Travel",Hotels
1045,2,18,68,"Hotels & Travel",Hotels
1000,2,18,68,"Hotels & Travel",Hotels
1036,2,18,68,"Hotels & Travel",Hotels
1051,2,18,68,"Hotels & Travel",Hotels
122,1,18,122,"Hotels & Travel",Tours
1001,2,18,122,"Hotels & Travel",Tours
1016,2,18,122,"Hotels & Travel",Tours
1003,2,18,122,"Hotels & Travel",Tours
1015,2,18,122,"Hotels & Travel",Tours
1025,2,18,122,"Hotels & Travel",Tours
1021,2,18,122,"Hotels & Travel",Tours
1014,2,18,122,"Hotels & Travel",Tours
136,1,18,136,"Hotels & Travel","Car Rental"
149,1,18,149,"Hotels & Travel","Guest Houses"
155,1,18,155,"Hotels & Travel","Ski Resorts"
182,1,18,182,"Hotels & Travel",Limos
205,1,18,205,"Hotels & Travel",Airports
297,1,18,297,"Hotels & Travel",Taxis
320,1,18,320,"Hotels & Travel","Public Transportation"
331,1,18,331,"Hotels & Travel","Travel Services"
338,1,18,338,"Hotels & Travel",Campgrounds
414,1,18,414,"Hotels & Travel",Airlines
419,1,18,419,"Hotels & Travel",Hostels
442,1,18,442,"Hotels & Travel","Vacation Rental Agents"
448,1,18,448,"Hotels & Travel","RV Rental"
498,1,18,498,"Hotels & Travel","Train Stations"
667,1,18,667,"Hotels & Travel","Motorcycle Rental"
687,1,18,687,"Hotels & Travel",Resorts
720,1,18,720,"Hotels & Travel","Water Taxis"
758,1,18,758,"Hotels & Travel","Vacation Rentals"
781,1,18,781,"Hotels & Travel",Ferries
794,1,18,794,"Hotels & Travel","Dolmus Station"
827,1,18,827,"Hotels & Travel","RV Parks"
885,1,18,885,"Hotels & Travel","Health Retreats"
965,1,18,965,"Hotels & Travel",Buses
987,1,18,987,"Hotels & Travel",Trains
1000,1,18,1000,"Hotels & Travel",Agriturismi
1001,1,18,1001,"Hotels & Travel","Architectural Tours"
1003,1,18,1003,"Hotels & Travel","Walking Tours"
1014,1,18,1014,"Hotels & Travel","Bus Tours"
1015,1,18,1015,"Hotels & Travel","Historical Tours"
1016,1,18,1016,"Hotels & Travel","Art Tours"
1021,1,18,1021,"Hotels & Travel","Food Tours"
1025,1,18,1025,"Hotels & Travel","Wine Tours"
1036,1,18,1036,"Hotels & Travel",Pensions
1045,1,18,1045,"Hotels & Travel",Residences
1051,1,18,1051,"Hotels & Travel","Rest Stops"
1066,1,18,1066,"Hotels & Travel","Bike Sharing"
1093,1,18,1093,"Hotels & Travel","Mountain Huts"
1095,1,18,1095,"Hotels & Travel",Pedicabs
1141,1,18,1141,"Hotels & Travel","Cable Cars"
18,0,18,NULL,"Hotels & Travel",NULL
20,1,19,20,"Professional Services",Lawyers
569,2,19,20,"Professional Services",Lawyers
305,2,19,20,"Professional Services",Lawyers
798,2,19,20,"Professional Services",Lawyers
352,2,19,20,"Professional Services",Lawyers
256,2,19,20,"Professional Services",Lawyers
558,2,19,20,"Professional Services",Lawyers
922,2,19,20,"Professional Services",Lawyers
264,2,19,20,"Professional Services",Lawyers
559,2,19,20,"Professional Services",Lawyers
664,2,19,20,"Professional Services",Lawyers
804,2,19,20,"Professional Services",Lawyers
986,2,19,20,"Professional Services",Lawyers
561,2,19,20,"Professional Services",Lawyers
93,1,19,93,"Professional Services",Accountants
128,1,19,128,"Professional Services",Architects
153,1,19,153,"Professional Services","Web Design"
212,1,19,212,"Professional Services","Employment Agencies"
256,1,19,256,"Professional Services","Bankruptcy Law"
264,1,19,264,"Professional Services","Divorce & Family Law"
283,1,19,283,"Professional Services","Internet Service Providers"
305,1,19,305,"Professional Services","Personal Injury Law"
312,1,19,312,"Professional Services","Graphic Design"
330,1,19,330,"Professional Services","Office Cleaning"
334,1,19,334,"Professional Services",Marketing
352,1,19,352,"Professional Services","General Litigation"
416,1,19,416,"Professional Services","Public Relations"
417,1,19,417,"Professional Services","Career Counseling"
429,1,19,429,"Professional Services","Private Investigation"
435,1,19,435,"Professional Services","Video/Film Production"
446,1,19,446,"Professional Services",Advertising
459,1,19,459,"Professional Services","Security Services"
487,1,19,487,"Professional Services","Life Coach"
558,1,19,558,"Professional Services","Immigration Law"
559,1,19,559,"Professional Services","Real Estate Law"
561,1,19,561,"Professional Services","Estate Planning Law"
569,1,19,569,"Professional Services","Criminal Defense Law"
577,1,19,577,"Professional Services","Personal Assistants"
593,1,19,593,"Professional Services","Translation Services"
664,1,19,664,"Professional Services","Employment Law"
703,1,19,703,"Professional Services","Boat Repair"
726,1,19,726,"Professional Services",Matchmakers
733,1,19,733,"Professional Services","Talent Agencies"
798,1,19,798,"Professional Services","DUI Law"
804,1,19,804,"Professional Services","Business Law"
816,1,19,816,"Professional Services","Editorial Services"
839,1,19,839,"Professional Services",Taxidermy
845,1,19,845,"Professional Services","Legal Services"
847,1,19,847,"Professional Services","Payroll Services"
881,1,19,881,"Professional Services","Patent Law"
887,1,19,887,"Professional Services",Signmaking
922,1,19,922,"Professional Services","Tax Law"
959,1,19,959,"Professional Services","Shredding Services"
972,1,19,972,"Professional Services","Software Development"
986,1,19,986,"Professional Services","IP & Internet Law"
991,1,19,991,"Professional Services","Tenant and Eviction Law"
1048,1,19,1048,"Professional Services","Music Production Services"
1105,1,19,1105,"Professional Services","Business Consulting"
19,0,19,NULL,"Professional Services",NULL
21,1,22,21,"Local Services","Dry Cleaning & Laundry"
37,1,22,37,"Local Services","Child Care & Day Care"
47,1,22,47,"Local Services","Funeral Services & Cemeteries"
102,1,22,102,"Local Services","Community Service/Non-Profit"
1069,2,22,102,"Local Services","Community Service/Non-Profit"
124,1,22,124,"Local Services","Printing Services"
126,1,22,126,"Local Services","Carpet Cleaning"
141,1,22,141,"Local Services","IT Services & Computer Repair"
671,2,22,141,"Local Services","IT Services & Computer Repair"
734,2,22,141,"Local Services","IT Services & Computer Repair"
918,2,22,141,"Local Services","IT Services & Computer Repair"
163,1,22,163,"Local Services",Notaries
173,1,22,173,"Local Services","Appliances & Repair"
200,1,22,200,"Local Services","Self Storage"
206,1,22,206,"Local Services","Furniture Reupholstery"
214,1,22,214,"Local Services","Pest Control"
221,1,22,221,"Local Services","Sewing & Alterations"
228,1,22,228,"Local Services","Couriers & Delivery Services"
249,1,22,249,"Local Services","Shoe Repair"
303,1,22,303,"Local Services","Recording & Rehearsal Studios"
382,1,22,382,"Local Services","Shipping Centers"
388,1,22,388,"Local Services","Junk Removal & Hauling"
397,1,22,397,"Local Services","Electronics Repair"
406,1,22,406,"Local Services","Watch Repair"
474,1,22,474,"Local Services","Recycling Center"
555,1,22,555,"Local Services","Record Labels"
591,1,22,591,"Local Services","Screen Printing/T-Shirt Printing"
601,1,22,601,"Local Services","Youth Club"
630,1,22,630,"Local Services","Snow Removal"
